cif,municipality,prov,mun,base_year,data,notes
f,"Camrose",3,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!18422!18554!18701!18855!19013@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
c,"Chestermere",1,1,2000,3558!3742!-!5712!6861!7904!9923!11262!12589!13760!14285!14824!15352!15762!17203!18496!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
i,"Chestermere",1,1,2000,-!-!4727!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
f,"Chestermere",1,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!18881!19262!19684!20129!20562@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
c,"Chestermere",1,2,2000,3558!3742!-!5712!6861!7904!9923!11262!12589!13760!14285!14824!15352!15762!17203!18496!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
i,"Chestermere",1,2,2000,-!-!4727!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
f,"Chestermere",1,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!18970!19455!20008!20614!21204@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
c,"Chestermere",1,3,2000,3558!3742!-!5712!6861!7904!9923!11262!12589!13760!14285!14824!15352!15762!17203!18496!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
i,"Chestermere",1,3,2000,-!-!4727!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
f,"Chestermere",1,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!18810!19112!19435!19763!20079@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
c,"Chestermere",2,1,2000,3558!3742!-!5712!6861!7904!9923!11262!12589!13760!14285!14824!15352!15762!17203!18496!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
i,"Chestermere",2,1,2000,-!-!4727!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
f,"Chestermere",2,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!20746!23267!26162!29466!33139@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
c,"Chestermere",2,2,2000,3558!3742!-!5712!6861!7904!9923!11262!12589!13760!14285!14824!15352!15762!17203!18496!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
i,"Chestermere",2,2,2000,-!-!4727!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
f,"Chestermere",2,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!21101!24071!27528!31533!36068@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
c,"Chestermere",2,3,2000,3558!3742!-!5712!6861!7904!9923!11262!12589!13760!14285!14824!15352!15762!17203!18496!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
i,"Chestermere",2,3,2000,-!-!4727!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
f,"Chestermere",2,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!20230!22109!24181!26446!28899@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
c,"Chestermere",3,1,2000,3558!3742!-!5712!6861!7904!9923!11262!12589!13760!14285!14824!15352!15762!17203!18496!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
i,"Chestermere",3,1,2000,-!-!4727!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
f,"Chestermere",3,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!20586!22893!25477!28353!31527@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
c,"Chestermere",3,2,2000,3558!3742!-!5712!6861!7904!9923!11262!12589!13760!14285!14824!15352!15762!17203!18496!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
i,"Chestermere",3,2,2000,-!-!4727!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
f,"Chestermere",3,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!20941!23690!26819!30361!34343@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
c,"Chestermere",3,3,2000,3558!3742!-!5712!6861!7904!9923!11262!12589!13760!14285!14824!15352!15762!17203!18496!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
i,"Chestermere",3,3,2000,-!-!4727!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
f,"Chestermere",3,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!20230!22109!24181!26446!28899@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li><li>In 2006 both municipal and federal census was conducted.</li><li>In 2011 both municipal and federal census was conducted.</li></ul>"
c,"Cold Lake",1,1,2000,12128!11520!11595!-!-!-!11991!12860!-!13924!-!13839!14400!-!15736!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Cold Lake",1,1,2000,-!-!-!11694!11793!11892!-!-!13392!-!13882!-!-!15068!-!16404!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Cold Lake",1,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!16524!16645!16786!16924!17061@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Cold Lake",1,2,2000,12128!11520!11595!-!-!-!11991!12860!-!13924!-!13839!14400!-!15736!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Cold Lake",1,2,2000,-!-!-!11694!11793!11892!-!-!13392!-!13882!-!-!15068!-!16404!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Cold Lake",1,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!16573!16759!16987!17223!17458@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Cold Lake",1,3,2000,12128!11520!11595!-!-!-!11991!12860!-!13924!-!13839!14400!-!15736!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Cold Lake",1,3,2000,-!-!-!11694!11793!11892!-!-!13392!-!13882!-!-!15068!-!16404!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Cold Lake",1,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!16504!16589!16674!16753!16828@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Cold Lake",2,1,2000,12128!11520!11595!-!-!-!11991!12860!-!13924!-!13839!14400!-!15736!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Cold Lake",2,1,2000,-!-!-!11694!11793!11892!-!-!13392!-!13882!-!-!15068!-!16404!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Cold Lake",2,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!16773!17166!17609!18068!18535@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Cold Lake",2,2,2000,12128!11520!11595!-!-!-!11991!12860!-!13924!-!13839!14400!-!15736!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Cold Lake",2,2,2000,-!-!-!11694!11793!11892!-!-!13392!-!13882!-!-!15068!-!16404!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Cold Lake",2,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!16813!17248!17735!18241!18757@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Cold Lake",2,3,2000,12128!11520!11595!-!-!-!11991!12860!-!13924!-!13839!14400!-!15736!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Cold Lake",2,3,2000,-!-!-!11694!11793!11892!-!-!13392!-!13882!-!-!15068!-!16404!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Cold Lake",2,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!16664!16913!17164!17413!17661@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Cold Lake",3,1,2000,12128!11520!11595!-!-!-!11991!12860!-!13924!-!13839!14400!-!15736!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Cold Lake",3,1,2000,-!-!-!11694!11793!11892!-!-!13392!-!13882!-!-!15068!-!16404!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Cold Lake",3,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!16704!16994!17288!17581!17874@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Cold Lake",3,2,2000,12128!11520!11595!-!-!-!11991!12860!-!13924!-!13839!14400!-!15736!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Cold Lake",3,2,2000,-!-!-!11694!11793!11892!-!-!13392!-!13882!-!-!15068!-!16404!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Cold Lake",3,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!16744!17076!17413!17750!18090@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
